MomLeg1[1],MomLeg2[1],ATRLeg1[1],ATRLeg2[1],Correlation,Duration,Type,MAE_leg1,MFE_leg1,Profit_leg1,MAE_leg2,MFE_leg2,Profit_leg2,Total_MAE,Total_MFE,Total_Profit,Profit
22.51448493,58.93434282,0.0027985,0.001931,-0.026671571,79200,0,-197,45.21,-176.28,-4.39,102.32,84.37,-140.23,55.06,-91.91,0
23.42888057,71.55419837,0.002104,0.0013895,-0.688092392,68400,0,-26.28,122.97,182.72,-105.31,0,-116.04,-61.75,62.14,66.68,1
29.37352614,73.33914399,0.002986,0.001764,-0.419774079,64800,0,-68.66,43.79,18.01,-64.12,45.54,-40.07,-71.96,54.85,-22.06,0
22.74850749,67.63823813,0.00192,0.00122,-0.64105372,100800,0,-84.03,158.52,-16.25,-240.42,8.41,-147.44,-152.35,19.53,-163.69,0
67.83134196,23.26862638,0.0022335,0.001813,-0.060521076,54000,1,-3.4,111.07,70.53,-72.73,37.18,15.22,-11.12,91.19,85.75,1
31.66915856,76.60480423,0.001988,0.001407,0.72284893,36000,0,-2.92,286.38,267.22,-116.57,0,-21.71,-8.09,183.78,245.51,1
72.61547745,37.31636891,0.0022465,0.001286,-0.438511391,43200,1,-62.92,38.25,-14.81,-170.82,25.16,-70.01,-179.23,0,-84.82,0
29.75124805,66.63904052,0.001987,0.0013685,-0.267354287,72000,0,-41.29,120.65,149.84,-221.98,48.86,-217.32,-165.75,21.38,-67.48,0
54.91535599,16.78116622,0.002654,0.001987,0.470857293,93600,1,-385.89,1.12,-373.73,-25.8,337.89,317.31,-155.86,0,-56.42,0
26.08995685,63.73347774,0.002892,0.0022555,-0.355835474,39600,0,-81.07,34.41,-1.28,-18.33,133.04,113.87,-7.71,51.97,112.59,1
81.70120993,44.99323795,0.0026155,0.0020245,0.781173021,93600,1,-281.9,80.92,-231.61,-103.15,104.48,56.28,-198.7,35.95,-175.33,0
29.98345501,74.1478011,0.002682,0.002221,0.283225173,201600,0,-17.32,0,-8.75,-14.84,132.27,85.46,-21.26,116.38,76.71,1
43.27785476,80.38936124,0.002572,0.002252,-0.650749929,68400,0,-75.16,48.15,1.43,-159.73,0,-48.67,-159.6,33.21,-47.24,0
39.88668529,80.80560614,0.0031935,0.0017215,0.706603852,7200,0,0,0,1.43,-6.13,23.87,-91.22,-44.55,0,-89.79,0
33.67667882,85.11681961,0.0027975,0.0024815,-0.00963445,266400,0,-327.71,29.79,-281.14,-10.73,200.03,201.09,-274.57,45.54,-80.05,0
84.04497157,44.31671039,0.0030725,0.002208,-0.007218666,82800,1,-123.38,0,-25.93,-112.22,39.4,-23.05,-160.8,0,-48.98,0
48.72827437,84.17751265,0.0023245,0.002647,0.730937012,39600,0,-15.68,179.32,315.76,-148.91,0,-189.06,-33.01,66.43,126.7,1
81.93091962,33.45729259,0.0038635,0.0031635,0.322648134,234000,1,-1.22,149.63,183.31,-46.45,116.77,-35.37,-1.26,151.8,147.94,1
21.79048688,57.61989842,0.00483,0.0026325,0.889252081,28800,0,-111.73,68.79,-88.88,-5.99,273.15,167.72,-7.06,161.42,78.84,1
59.97157353,24.6294584,0.0033895,0.0023405,0.544522479,198000,1,-20.61,25.44,-13.07,-1.05,171.74,125.4,-1.77,151.13,112.33,1
32.57810952,68.53321238,0.002229,0.001752,-0.202569623,79200,0,-223.54,0,-202.41,-6.31,297.19,285.49,-136.65,73.65,83.08,1
76.42867322,40.1229034,0.0033795,0.0023455,0.379293878,46800,1,-147.04,0,-98.46,-9.77,144.7,230.14,-59.91,31.03,131.68,1
47.34713095,84.09328669,0.0024395,0.0024995,0.627642018,25200,0,-1.08,60.83,204.46,-2.71,36.27,-22.17,-3.79,97.1,182.29,1
42.83024794,78.87668027,0.002539,0.0021085,0.394154837,21600,0,-16.22,118.2,135.62,-61.41,0,-27.81,-38.78,112.17,107.81,1
80.90543942,42.34211043,0.002955,0.002944,0.414530715,219600,1,-39.32,41.59,92.36,-78.02,49.51,-98.2,-91.6,22.9,-5.84,0
17.06762573,59.86571988,0.003078,0.0021935,0.323893609,39600,0,-60.6,65.3,75.03,-47.95,37.56,-11.88,-58.83,65.55,63.15,1
22.60757614,58.02430246,0.002691,0.002085,0.87001075,10800,0,-0.91,31.04,8.35,-8.22,59.24,67.69,-5.13,59.97,76.04,1
36.74374819,73.48850252,0.0023105,0.0029365,0.806964728,72000,0,-1.37,81.27,59.07,-109.28,45.44,-48.56,-77.8,86.05,10.51,1
15.57266714,59.25392406,0.0018335,0.001561,-0.751586741,21600,0,-18.54,24.13,34.52,-65.98,103.29,47.87,-50.54,127.42,82.39,1
78.53793666,43.03042196,0.002319,0.0015865,0.545172968,32400,1,-26.71,39.13,53.74,-43.34,11.34,12.66,-18.09,14.26,66.4,1
70.45951949,35.26325494,0.0015975,0.001242,0.809899189,54000,1,-34.43,44.81,-4.08,-89.89,16.26,7.08,-45.08,0,3,1
25.46371632,64.11017344,0.0015755,0.0015975,-0.924031976,25200,0,-17.11,10.34,59.07,-2.02,50.83,22.93,-11.25,51.96,82,1
54.70154048,17.82378597,0.0017645,0.0018205,0.859700915,21600,1,-112.87,0,-78.01,-3.13,140.73,117.52,-3.33,28.1,39.51,1
78.51906607,40.44320022,0.001955,0.001191,0.88562059,25200,1,-74.39,0,-23.35,-7.89,130.52,91.48,-12.71,60.47,68.13,1
59.70448728,23.87010365,0.0022055,0.0015975,-0.173405775,36000,1,-5.16,58.19,82.29,-37.77,0,-32.14,-36.69,29.4,50.15,1
28.21617425,66.37306085,0.00222,0.0012395,-0.388126744,28800,0,-28.03,143.11,111.28,-240.85,0,-178.96,-114.34,0,-67.68,0
83.1281412,47.77349724,0.001628,0.001492,0.247775751,14400,1,-32.16,0.37,2.99,-3.65,34.85,9.93,-13.87,2.69,12.92,1
27.79121819,75.09913768,0.001433,0.0010945,0.779392999,43200,0,-63.25,0,-36.57,-7.43,51.85,-18.26,-57.97,0,-54.83,0
49.20755616,11.86000098,0.001434,0.00159,0.729959611,216000,1,-50.55,1.65,101.39,-22.5,11.9,-15.81,-45.62,1.46,85.58,1
72.96914148,34.76689912,0.001719,0.001259,-0.078703361,72000,1,-17.55,49.8,66.49,-235.93,0,-173.55,-187.28,0,-107.06,0
25.92796775,73.60297308,0.001149,0.001513,0.094912379,97200,0,-85.86,1.46,-2.93,-32.15,30.91,-28.45,-80.71,0,-31.38,0
40.81808747,78.84484354,0.001146,0.001488,-0.149790549,270000,0,-5.62,112.14,65.7,-161.28,0,-32.25,-101.09,40.21,33.45,1
41.29171808,76.7765238,0.001387,0.0013145,0.279533284,223200,0,-3.01,43.21,53.36,-16.3,16.32,2.72,-5.53,56.53,56.08,1
64.18171447,28.07345531,0.001496,0.0012815,0.48653608,28800,1,-32.52,2.98,-1.86,-2.75,44.77,42.61,-4.8,27.53,40.75,1
80.12268629,38.90198536,0.001928,0.001505,0.439331316,118800,1,-126.45,15.4,-87.88,-91.33,47.63,37.6,-105.01,0,-50.28,0
53.53895003,16.49057592,0.001116,0.001147,-0.361761704,57600,1,-17.68,40.87,61.27,-8.43,24.52,-6.94,-5.26,51.84,54.33,1
15.9629659,60.44370619,0.0011655,0.000803,-0.131779234,7200,0,-2.99,3.17,34.85,-10.89,0,-26.55,-7.72,0,8.3,1
56.62768876,14.72366126,0.002086,0.001851,0.031224935,165600,1,-241.73,37.94,-166.07,-142.53,49.77,-134.43,-331.56,46.07,-300.5,0
65.47676209,26.23055585,0.002404,0.0015335,-0.609480984,216000,1,-14.02,51.74,81.89,-76.82,0,-66.99,-39.89,1.01,14.9,1
79.78396913,42.58895644,0.002584,0.0022835,0.564071883,14400,1,-0.17,123.97,122.41,-33.72,110.26,124.43,-0.99,234.23,246.84,1
37.98139804,73.64890769,0.0026425,0.0021675,-0.522613866,39600,0,-6.82,97.84,145.2,-277.53,0,-245.98,-196.66,0,-100.78,0
19.67484184,57.69586887,0.0023805,0.0017375,0.419302871,7200,0,-3.17,13.02,39.91,-11.06,0,0.48,-9.43,1.96,40.39,1
60.54909703,23.53839803,0.002232,0.002122,-0.708231011,61200,1,-66.11,115.76,103.03,-114.17,0.94,-34.39,-65.17,27.87,68.64,1
38.27801173,78.16876575,0.0028015,0.002253,-0.644085845,68400,0,-3.5,156.45,173.1,-181.71,0,-161.09,-92.25,8.4,12.01,1
77.13988237,41.27382175,0.0025895,0.0018505,-0.485467469,64800,1,-156.01,0,-91,-188.3,0,-62.5,-287.43,0,-153.5,0
31.8335511,69.59868315,0.003385,0.001546,-0.301095902,3600,0,-3.09,0,-16.2,-10.02,0,-55.21,-13.11,0,-71.41,0
77.56827747,35.71357189,0.0030105,0.0016385,0.53341877,32400,1,-83.14,0,11.64,-8.56,122.55,87.83,-59.35,65.01,99.47,1
25.53197369,62.08343668,0.002811,0.0021895,-0.319992182,21600,0,-28.15,29.55,25.88,-7.39,66.36,24.87,-9.11,38.79,50.75,1
61.03661022,19.5505608,0.002867,0.002224,-0.005812385,57600,1,-36.16,144.4,69.52,-42.83,69.87,10.05,-9.87,163.67,79.57,1
66.20312181,29.66258836,0.0030685,0.0019985,-0.309277384,25200,1,-129,62.01,-142.44,-48.61,308.74,415.83,-12.45,179.74,273.39,1
32.88108707,72.20740636,0.0026105,0.001718,-0.485848741,72000,0,-33.87,225.52,122.95,-331.67,20.95,-208.24,-234.79,0,-85.29,0
50.86581054,14.07572399,0.002519,0.0017175,0.166695445,32400,1,-2.75,54.73,57.29,-61.01,0,-13.72,-49.37,47.49,43.57,1
24.0429818,62.30951829,0.0027065,0.0021295,0.000221307,241200,0,-83.89,45.06,78.4,-181.61,0,-107.46,-223.83,0,-29.06,0
31.35676349,67.61916775,0.002718,0.0026145,0.48950454,7200,0,-9.22,8.54,114.08,-8.87,26.23,-39.91,-18.09,34.77,74.17,1
36.65831716,71.74627689,0.004204,0.0030905,0.358374119,25200,0,-300.3,0,-162.72,-18.98,479.88,434.35,-33.26,238.86,271.63,1
51.60433297,14.42109841,0.005564,0.0043845,0.848451175,248400,1,-101.74,56.32,-63.21,-114.5,159.63,176.68,-83.52,58.99,113.47,1
84.95875192,42.48078657,0.0048835,0.003968,0.111079021,61200,1,-159.48,74.82,112.99,-148.65,21,-140.64,-172.89,17.85,-27.65,0
64.16167132,28.58656426,0.0040915,0.00288,0.88040748,32400,1,-4.3,118.59,47.48,-131.19,0,6.5,-123.64,44.04,53.98,1
72.99080286,29.93887392,0.0028315,0.0022935,-0.06261202,39600,1,-216.35,36.29,-178.84,-12.9,203.87,188.42,-17.85,64.92,9.58,1
13.81310643,49.48726995,0.002384,0.002103,0.864493896,100800,0,-279.87,24.09,-260.7,-25.26,224.86,205.83,-105.47,33.26,-54.87,0
75.77538895,38.36171666,0.003168,0.002659,-0.190756379,54000,1,-29.84,41.72,75.26,-27.66,40.92,-68.26,-10.67,29.27,7,1
62.27473398,26.80934435,0.002497,0.0020475,0.662998365,18000,1,-102.74,0,-45.03,-5.1,55.21,-16.51,-57.87,0,-61.54,0
21.7703105,60.61649362,0.002464,0.002025,-0.813718881,72000,0,-131.64,0,-11.84,-41.03,25.42,-43.34,-154.18,0,-55.18,0
79.12576955,41.63566629,0.0030345,0.0022085,0.398708917,7200,1,-3.53,18.86,104.92,-44.98,0,-39.52,-26.12,0,65.4,1
61.3439452,25.78875471,0.002998,0.002227,-0.209407643,187200,1,-15.92,206.53,249.85,-8.99,7.46,-415.26,-14.96,213.99,-165.41,0
84.54861959,49.2235935,0.0031685,0.00265,-0.523789609,10800,1,-11.98,1.17,67.43,-5.34,27.47,-68.99,-9.42,15.49,-1.56,0
46.23967202,82.20636941,0.003767,0.003055,0.660430003,252000,0,-88.48,35.68,48.89,-152.87,25.51,-106.66,-136.24,32.1,-57.77,0
18.30967074,59.69878238,0.003238,0.001974,0.633211073,57600,0,-161.97,0,-125.6,-6.03,215.11,194.22,-59.19,68.04,68.62,1
75.12034709,35.52335797,0.003442,0.002417,0.785743539,32400,1,-205.19,0,-151.06,-4.09,319.41,213.92,-21.88,114.22,62.86,1
83.39246261,41.68221292,0.0052615,0.005012,0.410538007,36000,1,-180.52,0,-39.92,-36.84,205.6,69.35,-55.16,25.08,29.43,1
67.84884436,32.21954,0.0046695,0.0031675,0.654041158,68400,1,-255.08,81.05,-219.64,-112.46,328.06,242.91,-42.95,110.62,23.27,1
78.28284634,34.14148144,0.0044425,0.002188,0.676856157,7200,1,-43.5,0,22.92,-7.45,116.67,-27.63,-10.54,73.17,-4.71,0
39.05528916,74.46216383,0.002918,0.002164,-0.109116408,21600,0,-17.68,68.78,172.62,-67.56,0,-159.09,-38.51,1.69,13.53,1
81.60004891,43.13162704,0.0039595,0.0023275,-0.463100332,97200,1,-52.07,212.74,108.56,-591.81,66.99,-520.43,-419.3,35.87,-411.87,0
66.85343698,29.03962182,0.0029115,0.002468,0.067233177,223200,1,-27.43,27.49,31.36,-35.74,41.9,10.29,-23.15,42.89,41.65,1
20.61008689,65.27585156,0.003357,0.0021395,0.195665021,43200,0,-104.61,3.57,-21.37,-4.45,112.94,-57.68,-28.77,25.8,-79.05,0
36.31493495,71.36101624,0.0028505,0.0024505,0.270448866,291600,0,-291.53,23.59,-225.28,-30.6,106.21,89.32,-219.06,7.01,-135.96,0
37.07700634,76.00623468,0.002806,0.0020375,-0.750404786,93600,0,-144.09,0,-109.4,-96.57,140.08,109.35,-165.7,0,-0.05,0
61.42577127,19.57739588,0.0037445,0.0023645,0.882039099,7200,1,-300.63,0,-365.31,-4.8,482.37,557.02,-7.88,181.74,191.71,1
19.90144264,61.05003467,0.0022505,0.0017685,-0.53432644,14400,0,-73.11,0,-25.54,-4.68,110.98,59.43,-29.22,37.87,33.89,1
36.38121629,75.96399523,0.0023915,0.001892,-0.171251284,10800,0,-3.36,21.43,34.96,-3.42,5.76,5.94,-6.78,27.19,40.9,1
73.33565827,35.63619715,0.003568,0.0031985,-0.331509484,68400,1,-181.04,0,-48.31,-104.64,181.05,-17.68,-173.76,28.76,-65.99,0
60.47967946,23.27276674,0.0045975,0.003722,0.233948682,230400,1,-47.21,20.13,53.12,-80.68,31.58,-20.66,-92.36,0,32.46,1
58.31654615,18.67262,0.0031405,0.0024375,0.231425407,201600,1,-45.27,0,-60.3,-4.21,128.2,37.21,-7.41,84.61,-23.09,0
68.2208771,31.83476694,0.002669,0.0020315,-0.407515719,7200,1,-3.16,25.15,164.7,-5.14,13.38,-57.82,-8.3,38.53,106.88,1
82.02377337,46.15168969,0.003443,0.0023445,0.623239848,104400,1,-307.42,0,-127.09,-57.84,138.52,-43.98,-264.29,0,-171.07,0
33.29524045,70.33914531,0.0031245,0.0029835,0.686437693,28800,0,-97.39,0,-64.02,-14.06,142.13,106.39,-30.4,44.74,42.37,1
60.39634868,24.5653534,0.0033675,0.0023055,0.916922356,75600,1,-51.48,51.88,5.82,-120.76,0,-87.57,-106.46,0,-81.75,0
15.91395285,55.38518206,0.001788,0.0016715,0.140667819,104400,0,-243.74,0,-150.78,-172.52,1.94,-84.53,-275.66,0,-235.31,0
27.74069823,73.07989348,0.002611,0.002105,-0.250738891,57600,0,-28.13,136.86,284.56,-190.8,0,-293.72,-115.88,0,-9.16,0
39.76911629,75.37229329,0.0025065,0.0018585,-0.293832114,72000,0,-90.7,18.36,-51.91,-154.02,0,-43.09,-145.2,0,-95,0
23.30855316,66.59039198,0.003549,0.002633,0.653385848,248400,0,-15.44,38.81,94.16,-46.64,49.09,-152.87,-41.8,72.79,-58.71,0
30.07367242,67.18313884,0.0026335,0.002791,-0.427533504,75600,0,-190.55,7.01,-93.4,-12.11,174.6,105.47,-54.04,12.37,12.07,1
34.13365538,71.54096009,0.0018985,0.002074,-0.22146502,50400,0,-130.61,6.42,-82.66,-66.58,13.78,2.42,-186.54,7.78,-80.24,0
35.83821597,75.14550051,0.0028375,0.002197,0.442350864,198000,0,-35.42,0,-3.04,-36.24,24.99,7.37,-45.97,0,4.33,1
37.49698282,77.80886103,0.0023795,0.0018345,-0.503984859,306000,0,-115.36,92.97,-14.35,-118.53,22.36,-89.31,-151.85,0,-103.66,0
81.48007014,42.81267983,0.002319,0.0019425,0.354838957,223200,1,-18.18,18.07,39.11,-10.93,22.22,1.11,-24.4,25.48,40.22,1
41.21929581,79.42020726,0.002495,0.00183,-0.209724446,57600,0,-3.36,28.17,14.07,-56.94,23.87,5.03,-42.59,25.09,19.1,1
27.0002542,62.65499635,0.001908,0.0015735,-0.39250828,28800,0,-23.34,112.21,128.49,-165.25,3.92,-73.6,-54.6,13.88,54.89,1
45.48622618,80.94432662,0.0024205,0.0021855,-0.094088341,104400,0,-167.72,19.68,-154.43,-86.99,104.19,83.36,-146.32,0,-71.07,0
67.58616392,26.92914925,0.001961,0.002269,-0.255273407,43200,1,-76.38,49.83,95.65,-84.45,27.06,-103.39,-71.59,0,-7.74,0
16.05435934,59.10632941,0.002422,0.001983,0.600346066,54000,0,-2.77,216.62,178.28,-165.96,0,-110.2,-17.99,102.16,68.08,1
20.25755448,55.84334345,0.0021135,0.001688,0.846221517,32400,0,-12.4,54.64,121.82,-102.2,8.76,-140.79,-53.67,0,-18.97,0
53.02147976,16.15156904,0.004375,0.0029075,0.763828711,14400,1,-855.6,0,-805.38,-5.63,1152.86,1038.66,-9.03,297.26,233.28,1
73.47667349,27.22143229,0.003185,0.0025645,-0.364849498,237600,1,-72.22,10.71,-42.2,-94.26,0,-21.36,-154.62,0,-63.56,0
19.48689892,57.87647754,0.0019705,0.0022435,0.251711093,32400,0,-53.38,64.14,2.89,-38.17,88.27,79.58,-14.55,54.64,82.47,1
76.33611037,33.63889694,0.0019175,0.0020295,-0.398283183,151200,1,-220.05,8.75,-188.82,-128.91,48.78,-32.17,-231.66,0,-220.99,0
80.72741257,44.5725455,0.0029665,0.002256,0.145125214,226800,1,-46.22,25.08,-25.98,-44.87,38.42,22.01,-80.25,0,-3.97,0
41.36807286,83.79484653,0.001571,0.001227,0.523179783,32400,0,-44.49,5.47,-27.45,-26.64,53.05,81.45,-51.32,20.24,54,1
55.96436441,20.87826571,0.0022395,0.002077,0.301938976,201600,1,-17.09,37.98,65.8,-43.9,0.83,-39.68,-34.92,4.04,26.12,1
28.16956894,66.39510056,0.0014865,0.0014415,0.097602549,158400,0,-107.28,66.29,14.78,-355.7,25.7,-355.65,-412.5,22.07,-340.87,0
69.68858848,27.36171643,0.002302,0.002777,0.374288969,104400,1,-60.11,71.42,63.55,-120.04,25.77,-82.74,-69.66,19.77,-19.19,0
13.93437571,53.25562831,0.0022385,0.0018525,-0.769428182,43200,0,-40.01,14.12,-0.61,-49.58,70.97,49.57,-64.97,45.82,48.96,1
83.92274105,41.84510665,0.002369,0.0017385,0.591991529,64800,1,-81.26,6.36,-57.9,-3.83,71.56,93.4,-21.2,41.41,35.5,1
25.06310579,62.11692965,0.002231,0.00191,-0.396493035,10800,0,-2.77,7.4,27.72,-3.28,18.67,-42.22,-6.05,21.73,-14.5,0
68.06353907,31.22502941,0.002091,0.001958,-0.290020231,241200,1,-42.23,84.94,3.19,-140.75,0,-69.62,-96.52,0,-66.43,0
62.33281572,19.98082472,0.0024765,0.0018875,0.643089769,234000,1,-2.7,101.63,53.78,-65.36,11.83,-40.33,-6.39,69.7,13.45,1
53.74656837,18.31797228,0.0019085,0.0016165,0.638698287,82800,1,-12.9,48.5,-2.55,-89.41,18.68,-16.21,-61.07,12.08,-18.76,0
62.07738003,25.76382713,0.0020185,0.0015135,-0.365022102,18000,1,-31.84,23.64,-7.67,-52.18,60.46,33.65,-28.54,28.62,25.98,1
26.62254226,63.0313967,0.002307,0.0019465,0.070335833,277200,0,-32.77,39.02,-18.96,-50.74,9.01,3.79,-43.91,12.02,-15.17,0
41.1647893,79.51938043,0.0020825,0.001784,0.47678744,28800,0,-51.95,0,-29.33,-3.24,115.11,103.92,-5.95,65.58,74.59,1
23.02013449,60.64951813,0.001981,0.0015945,-0.174075471,72000,0,-36.23,42.31,30.73,-70.17,0,-24.9,-50.87,1.56,5.83,1
82.46930879,38.97990624,0.002073,0.0016515,-0.754631251,104400,1,-308.55,0,-299.55,-36.74,283.42,296.05,-150.88,6.02,-3.5,0
58.00092307,21.87886648,0.002277,0.0019375,-0.085597533,14400,1,-2.64,51.91,26.46,-30.72,41.25,85.73,-5.97,50.64,112.19,1
60.5086105,24.981253,0.001876,0.0025845,0.744431704,82800,1,-52.49,29.76,31.95,-116.42,7.98,-79.17,-128.37,13.24,-47.22,0
28.05945636,65.57387798,0.0016005,0.001755,-0.352315285,7200,0,-42.56,0,116.03,-2.87,23.42,-106.02,-19.14,0,10.01,1
74.69800977,34.97076997,0.0027615,0.001683,-0.292727125,72000,1,-22.03,28.61,21.94,-243.05,20.57,-152.6,-231.16,0,-130.66,0
68.09321255,31.79907311,0.001905,0.0017925,-0.111047616,39600,1,-161.52,0,-162.71,-25.34,160.81,179.62,-63.6,16.77,16.91,1
20.04160471,57.91875615,0.002145,0.001896,0.076351063,10800,0,-39.3,0,-26.87,-3.38,301.33,374.25,-6.14,262.03,347.38,1
18.21433176,65.17741251,0.002068,0.001885,-0.383233185,216000,0,-2.82,35.63,30.64,-3.29,82.42,56.66,-6.11,108.51,87.3,1
29.71404648,75.6020618,0.002809,0.0020985,0.407582589,108000,0,-134.27,0,-100.42,-171.89,75.9,48.73,-176.64,2.78,-51.69,0
76.99523804,39.82110436,0.0025235,0.0017085,-0.033913874,25200,1,-2.84,77.92,58.39,-57.05,2.88,34.49,-7.4,76.99,92.88,1
23.96924318,60.83036076,0.0026635,0.002592,-0.395353406,36000,0,-32.54,26.93,14.08,-7.77,77.84,24.4,-29.17,74.63,38.48,1
31.82985398,69.75314155,0.0023095,0.002866,-0.648731793,25200,0,-3.62,114.84,130.4,-6.08,66.09,70.65,-6.82,165.57,201.05,1
35.5010252,73.63326921,0.0019065,0.001521,0.415419547,3600,0,-2.84,0,-59.14,-3.74,0,87.5,-6.58,0,28.36,1
76.0279996,37.4711767,0.001657,0.001632,-0.558211668,28800,1,-2.83,68.21,68.76,-47.74,5.58,-34.19,-5.86,35.69,34.57,1
66.72468585,30.9564638,0.0020615,0.0022135,0.512172013,28800,1,-3.03,78.7,59.34,-19.86,3.8,25.39,-6.17,74.61,84.73,1
22.64858093,62.0253847,0.0019875,0.0019905,0.413373388,68400,0,-203.55,10.61,-158.73,-2.44,130.88,123.52,-92.4,16.8,-35.21,0
71.57669105,36.1413749,0.0025405,0.0023855,0.021679992,90000,1,-299.65,0,-239.01,-3.23,107.84,81.15,-193.1,0,-157.86,0
56.2432328,19.56949132,0.0020855,0.001863,-0.805878274,72000,1,-64.59,7.41,-4.56,-53.34,18.61,-58.84,-95.75,10.89,-63.4,0
13.67314177,59.38878441,0.0019165,0.001678,0.86135865,226800,0,-90.85,0,-51.98,-3.5,116.45,107.05,-51.76,48,55.07,1
72.7577117,37.36264105,0.0019535,0.0016475,-0.240586154,295200,1,-37.11,25.44,63.92,-263.23,11.97,-313.46,-275.39,0,-249.54,0
31.42604537,68.14514789,0.0020415,0.0015955,0.049906949,25200,0,-56.56,0,-27.3,-3.86,114.4,61.67,-28.69,57.84,34.37,1
34.63608065,71.56372527,0.0025455,0.002217,0.724760217,64800,0,-135.6,16.25,-97.22,-92.42,167.87,225.03,-96.71,46.98,127.81,1
